Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontagena,MasVnrAreana,GarageYrBltna
11,20,12.085885034361516,4.248495242049359,9.323669057283185,12.025522495249092,12.037675191939776,11.936093526689717,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,12.037104209477372,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,5,5,43,43,12.184429767803955,12.019216214618552,11.951898529608227,11.974932626443643,11.89291944910876,0.0,11.837985209456932,12.043077827796978,11.870079702687168,11.810855438908401,12.04261484090755,11.955653412075753,11.812487407378685,906,12.043738116747505,0,134,1040,12.032077892096211,12.20762619892906,12.061089985718422,12.061464181279975,6.946975992135418,0,0,6.946975992135418,1,0,1,0,3,1,11.810591800844753,5,12.038511131398728,0,11.808907293600358,11.765643303311364,43.0,11.818974312364766,1,384,12.068539413468748,12.070483200383846,12.059894850096232,0,0,0,0,0,0,12.022115348666631,12.05859851230732,12.030112254137366,0,2,2008,11.99106086274981,12.005033692506249,11.771436160121729,0,0,0
12,60,12.085885034361516,4.442651256490317,9.386308454797962,12.025522495249092,12.037675191939776,12.163465349551254,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,12.037104209477372,12.04291612709755,12.025895254415694,12.047512415928205,12.182686209840618,9,5,1,0,12.184429767803955,12.019216214618552,12.013088742728328,11.987987416585872,12.363024345714125,286.0,12.45445269015469,12.043077827796978,12.261665131561195,12.241978436221487,12.04261484090755,11.955653412075753,12.301936995160133,998,12.043738116747505,0,177,1175,12.032077892096211,12.20762619892906,12.061089985718422,12.061464181279975,7.074963197966044,1142,0,7.751045117971802,1,0,3,0,4,1,12.31683494558239,11,12.038511131398728,2,12.256533232533704,11.930708882565643,1.0,12.320810566774748,3,736,12.068539413468748,12.070483200383846,12.059894850096232,147,21,0,0,0,0,12.022115348666631,12.05859851230732,12.030112254137366,0,7,2006,12.240622810962106,12.11100745037099,12.751299696013497,0,0,0
13,20,12.085885034361516,4.23410650459726,9.470240063415512,12.025522495249092,12.037675191939776,12.296285769586444,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,12.037104209477372,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,5,6,46,46,12.184429767803955,12.019216214618552,11.951898529608227,11.987987416585872,11.89291944910876,0.0,11.837985209456932,12.043077827796978,11.870079702687168,11.810855438908401,12.04261484090755,11.955653412075753,11.953313219579172,737,12.043738116747505,0,175,912,12.032077892096211,11.816064676165025,12.061089985718422,12.061464181279975,6.815639990074331,0,0,6.815639990074331,1,0,1,0,2,1,11.810591800844753,4,12.038511131398728,0,11.808907293600358,11.765643303311364,46.0,11.818974312364766,1,352,12.068539413468748,12.070483200383846,12.059894850096232,140,0,0,0,176,0,12.022115348666631,12.05859851230732,12.030112254137366,0,9,2008,11.99106086274981,12.005033692506249,11.877568578558138,1,0,0
14,20,12.085885034361516,4.51085950651685,9.273502946933823,12.025522495249092,12.037675191939776,12.163465349551254,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,12.163641307701864,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,7,5,1,0,11.984199753311575,12.019216214618552,12.20587264918594,12.209630627095029,12.363024345714125,306.0,12.311282455535837,12.043077827796978,12.261665131561195,12.179882358539462,12.04261484090755,12.158267145628631,11.963997506081839,0,12.043738116747505,0,1494,1494,12.032077892096211,12.20762619892906,12.061089985718422,12.061464181279975,7.309212365692763,0,0,7.309212365692763,0,0,2,0,3,1,12.222336663076506,7,12.038511131398728,1,12.256533232533704,12.16077753342227,1.0,12.172672333572622,3,840,12.068539413468748,12.070483200383846,12.059894850096232,160,33,0,0,0,0,12.022115348666631,12.05859851230732,12.030112254137366,0,8,2007,12.240622810962106,12.11100745037099,12.540757571577291,0,0,0
15,20,12.085885034361516,4.23410650459726,9.298351249298896,12.025522495249092,12.037675191939776,12.163465349551254,12.02269397302858,12.024182958480877,12.027445609949833,12.0205649310742,11.868044676362077,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,6,5,48,48,12.184429767803955,12.019216214618552,11.859767396993869,11.862285886957245,12.163629742442435,212.0,11.837985209456932,12.043077827796978,11.870079702687168,11.810855438908401,12.04261484090755,11.955653412075753,11.867634380538885,733,12.043738116747505,0,520,1253,12.032077892096211,11.816064676165025,12.061089985718422,12.061464181279975,7.133295954896068,0,0,7.133295954896068,1,0,1,1,2,1,11.810591800844753,5,12.038511131398728,1,12.144644141176128,12.16077753342227,48.0,12.172672333572622,1,352,12.068539413468748,12.070483200383846,12.059894850096232,0,213,176,0,0,0,12.022115348666631,11.915185758036547,12.030112254137366,0,5,2008,11.99106086274981,12.005033692506249,11.964001084330445,1,0,0
16,45,11.692892609084135,3.9318256327243257,8.719317375506371,12.025522495249092,12.037675191939776,11.936093526689717,12.02269397302858,12.024182958480877,12.027445609949833,12.0205649310742,12.037104209477372,12.04291612709755,12.025895254415694,12.047512415928205,11.904606965587258,7,8,78,6,11.984199753311575,12.019216214618552,11.838506037800695,11.838479691751736,11.89291944910876,0.0,11.837985209456932,12.043077827796978,11.710538793273338,11.810855438908401,12.04261484090755,11.955653412075753,11.963997506081839,0,12.043738116747505,0,832,832,12.032077892096211,12.20762619892906,12.061089985718422,11.627945220573162,6.74993119378857,0,0,6.74993119378857,0,0,1,0,2,1,11.810591800844753,5,12.038511131398728,0,11.808907293600358,11.765643303311364,16.0,11.818974312364766,2,576,12.068539413468748,12.070483200383846,12.059894850096232,48,112,0,0,0,0,12.022115348666631,11.915185758036547,12.030112254137366,0,7,2007,11.99106086274981,12.005033692506249,11.790557201568507,0,0,0
17,20,12.085885034361516,4.23410650459726,9.327323087461798,12.025522495249092,12.037675191939776,12.163465349551254,12.02269397302858,12.024182958480877,12.178604917308675,12.0205649310742,11.868044676362077,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,6,7,40,40,11.984199753311575,12.019216214618552,11.838506037800695,11.838479691751736,12.163629742442435,180.0,11.837985209456932,12.043077827796978,11.870079702687168,11.810855438908401,12.04261484090755,11.955653412075753,11.953313219579172,578,12.043738116747505,0,426,1004,12.032077892096211,12.20762619892906,12.061089985718422,12.061464181279975,6.911747300251674,0,0,6.911747300251674,1,0,1,0,2,1,11.810591800844753,5,12.038511131398728,1,12.186415513744642,12.16077753342227,40.0,12.320810566774748,2,480,12.068539413468748,12.070483200383846,12.059894850096232,0,0,0,0,0,0,12.022115348666631,12.05859851230732,11.866231227825137,700,3,2010,11.99106086274981,12.005033692506249,11.911701584927597,1,0,0
18,90,12.085885034361516,4.276666119016055,9.286467732363734,12.025522495249092,12.037675191939776,11.936093526689717,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,12.037104209477372,12.04291612709755,12.025895254415694,11.904788200780388,11.993682778640787,4,5,39,39,11.984199753311575,12.019216214618552,11.859767396993869,11.862285886957245,11.89291944910876,0.0,11.837985209456932,12.043077827796978,11.710538793273338,12.241978436221487,11.860713148925486,12.14825026128522,11.812487407378685,0,11.90283941659231,0,0,0,12.032077892096211,11.816064676165025,12.061089985718422,12.061464181279975,7.16703787691222,0,0,7.16703787691222,0,0,2,0,2,2,11.810591800844753,6,12.038511131398728,0,11.808907293600358,11.930708882565643,39.0,11.818974312364766,2,516,12.068539413468748,12.070483200383846,12.059894850096232,0,0,0,0,0,0,12.022115348666631,12.05859851230732,11.866231227825137,500,10,2006,11.99106086274981,12.005033692506249,11.407564949312402,0,0,0
19,20,12.085885034361516,4.189654742026425,9.524786081697178,12.025522495249092,12.037675191939776,11.936093526689717,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,12.037104209477372,11.90519997738394,12.025895254415694,12.047512415928205,11.993682778640787,5,5,4,4,11.984199753311575,12.019216214618552,12.20587264918594,12.209630627095029,11.89291944910876,0.0,11.837985209456932,12.043077827796978,12.261665131561195,11.810855438908401,12.04261484090755,11.955653412075753,12.301936995160133,646,12.043738116747505,0,468,1114,12.032077892096211,12.20762619892906,12.061089985718422,12.061464181279975,7.01571242048723,0,0,7.01571242048723,1,0,1,1,3,1,12.222336663076506,6,12.038511131398728,0,11.808907293600358,11.765643303311364,4.0,11.818974312364766,2,576,12.068539413468748,12.070483200383846,12.059894850096232,0,102,0,0,0,0,12.022115348666631,12.05859851230732,12.030112254137366,0,6,2008,11.99106086274981,12.005033692506249,11.976659481202368,0,0,0
20,20,12.085885034361516,4.248495242049359,8.930626469173578,12.025522495249092,12.037675191939776,11.936093526689717,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,11.868044676362077,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,5,6,51,44,12.184429767803955,12.019216214618552,12.013088742728328,11.987987416585872,11.89291944910876,0.0,11.837985209456932,12.043077827796978,11.870079702687168,11.810855438908401,12.04261484090755,11.955653412075753,11.812487407378685,504,12.043738116747505,0,525,1029,12.032077892096211,11.816064676165025,12.061089985718422,12.061464181279975,7.199678345691172,0,0,7.199678345691172,0,0,1,0,3,1,11.810591800844753,6,11.827391769174323,0,11.808907293600358,12.16077753342227,51.0,11.818974312364766,1,294,12.068539413468748,12.070483200383846,12.059894850096232,0,0,0,0,0,0,12.022115348666631,11.850596405177294,12.030112254137366,0,5,2009,12.240622810962106,12.11100745037099,11.842229212112828,0,0,0
21,60,12.085885034361516,4.61512051684126,9.5620530240851,12.025522495249092,12.037675191939776,12.163465349551254,12.02269397302858,12.024182958480877,12.027445609949833,12.0205649310742,12.037104209477372,12.04291612709755,12.025895254415694,12.047512415928205,12.182686209840618,8,5,1,0,11.984199753311575,12.019216214618552,12.20587264918594,12.209630627095029,12.163629742442435,380.0,12.311282455535837,12.043077827796978,12.261665131561195,12.241978436221487,12.04261484090755,12.158267145628631,11.963997506081839,0,12.043738116747505,0,1158,1158,12.032077892096211,12.20762619892906,12.061089985718422,12.061464181279975,7.05444965813294,1218,0,7.773173680482536,0,0,3,1,4,1,12.222336663076506,9,12.038511131398728,1,12.256533232533704,11.930708882565643,1.0,12.172672333572622,3,853,12.068539413468748,12.070483200383846,12.059894850096232,240,154,0,0,0,0,12.022115348666631,12.05859851230732,12.030112254137366,0,11,2006,12.240622810962106,12.11100745037099,12.692503112461443,0,0,0
22,45,11.692892609084135,4.04305126783455,8.915835074176277,12.025522495249092,11.819087668726935,11.936093526689717,12.035990046840519,12.024182958480877,12.00189962660944,12.0205649310742,12.037104209477372,12.04291612709755,12.025895254415694,12.047512415928205,11.904606965587258,7,7,77,57,11.984199753311575,12.019216214618552,11.838506037800695,11.838479691751736,11.89291944910876,0.0,11.837985209456932,12.043077827796978,12.261665131561195,11.810855438908401,12.04261484090755,11.955653412075753,11.963997506081839,0,12.043738116747505,0,637,637,12.032077892096211,12.20762619892906,12.061089985718422,11.627945220573162,7.010311867307229,0,0,7.010311867307229,0,0,1,0,3,1,12.222336663076506,6,12.038511131398728,1,12.256533232533704,12.16077753342227,77.0,11.818974312364766,1,280,12.068539413468748,12.070483200383846,11.623793470756288,0,0,205,0,0,0,12.022115348666631,11.915185758036547,12.030112254137366,0,6,2007,11.99106086274981,12.005033692506249,11.845102777308561,0,0,0
23,20,12.085885034361516,4.31748811353631,9.184201714366488,12.025522495249092,12.037675191939776,11.936093526689717,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,12.163641307701864,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,8,5,6,6,12.184429767803955,12.019216214618552,12.20587264918594,12.209630627095029,12.163629742442435,281.0,12.311282455535837,12.043077827796978,12.261665131561195,12.179882358539462,12.04261484090755,11.955653412075753,11.963997506081839,0,12.043738116747505,0,1777,1777,12.032077892096211,12.20762619892906,12.061089985718422,12.061464181279975,7.492760300922379,0,0,7.492760300922379,0,0,2,0,3,1,12.222336663076506,7,12.038511131398728,1,12.256533232533704,12.16077753342227,6.0,12.172672333572622,2,534,12.068539413468748,12.070483200383846,12.059894850096232,171,159,0,0,0,0,12.022115348666631,12.05859851230732,12.030112254137366,0,9,2008,11.99106086274981,12.005033692506249,12.345834587905333,0,0,0
24,120,11.692892609084135,3.784189633918261,8.348537825386098,12.025522495249092,12.037675191939776,11.936093526689717,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,12.037104209477372,12.04291612709755,12.025895254415694,11.904788200780388,11.993682778640787,5,7,31,31,11.984199753311575,12.019216214618552,12.013088742728328,11.987987416585872,11.89291944910876,0.0,11.837985209456932,12.043077827796978,12.261665131561195,12.179882358539462,12.04261484090755,11.955653412075753,12.301936995160133,840,12.043738116747505,0,200,1040,12.032077892096211,11.816064676165025,12.061089985718422,12.061464181279975,6.966024187106113,0,0,6.966024187106113,1,0,1,0,3,1,11.810591800844753,6,12.038511131398728,1,12.186415513744642,12.16077753342227,31.0,11.818974312364766,2,572,12.068539413468748,12.070483200383846,12.059894850096232,100,110,0,0,0,0,12.022115348666631,12.05859851230732,12.030112254137366,0,6,2007,11.99106086274981,12.005033692506249,11.77452020265869,0,0,0
25,20,12.085885034361516,4.23410650459726,9.017483513266844,12.025522495249092,12.037675191939776,12.163465349551254,12.02269397302858,12.024182958480877,12.00189962660944,12.0205649310742,12.037104209477372,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,5,8,42,9,11.984199753311575,12.019216214618552,12.013088742728328,11.987987416585872,11.89291944910876,0.0,11.837985209456932,11.887014271820018,11.870079702687168,11.810855438908401,12.04261484090755,12.14825026128522,11.812487407378685,188,11.90283941659231,668,204,1060,12.032077892096211,12.20762619892906,12.061089985718422,12.061464181279975,6.966024187106113,0,0,6.966024187106113,1,0,1,0,3,1,12.222336663076506,6,12.038511131398728,1,12.186415513744642,12.16077753342227,42.0,11.818974312364766,1,270,12.068539413468748,12.070483200383846,12.059894850096232,406,90,0,0,0,0,12.022115348666631,11.850596405177294,12.030112254137366,0,5,2010,11.99106086274981,12.005033692506249,11.944707881395766,1,0,0
26,20,12.085885034361516,4.700480365792417,9.563107691083898,12.025522495249092,12.037675191939776,11.936093526689717,12.02269397302858,12.024182958480877,12.027445609949833,12.0205649310742,12.037104209477372,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,8,5,2,2,11.984199753311575,12.019216214618552,12.20587264918594,12.209630627095029,12.363024345714125,640.0,12.311282455535837,12.043077827796978,12.261665131561195,12.179882358539462,12.04261484090755,11.955653412075753,11.963997506081839,0,12.043738116747505,0,1566,1566,12.032077892096211,12.20762619892906,12.061089985718422,12.061464181279975,7.3777589082278725,0,0,7.3777589082278725,0,0,2,0,3,1,12.222336663076506,7,12.038511131398728,1,12.256533232533704,12.16077753342227,2.0,12.172672333572622,3,890,12.068539413468748,12.070483200383846,12.059894850096232,0,56,0,0,0,0,12.022115348666631,12.05859851230732,12.030112254137366,0,7,2009,11.99106086274981,12.005033692506249,12.454103912352162,0,0,0
27,20,12.085885034361516,4.0943445622221,8.881836305004146,12.025522495249092,12.037675191939776,11.936093526689717,12.02269397302858,12.024182958480877,12.027445609949833,12.0205649310742,11.868044676362077,12.04291612709755,12.025895254415694,12.047512415928205,11.993682778640787,5,7,59,10,11.984199753311575,12.019216214618552,11.838506037800695,11.838479691751736,11.89291944910876,0.0,11.837985209456932,12.043077827796978,11.870079702687168,11.810855438908401,12.04261484090755,12.14825026128522,11.867634380538885,234,11.90283941659231,486,180,900,12.032077892096211,11.816064676165025,12.061089985718422,12.061464181279975,6.802394763324311,0,0,6.802394763324311,0,1,1,0,3,1,12.222336663076506,5,12.038511131398728,0,11.808907293600358,11.765643303311364,5.0,11.818974312364766,2,576,12.068539413468748,12.070483200383846,12.059894850096232,222,32,0,0,0,0,12.022115348666631,12.05859851230732,12.030112254137366,0,5,2010,11.99106086274981,12.005033692506249,11.811547477460344,0,0,0
